marka,model,il,yurus,muherrik,qiymet
Kia,Carens,2013,214000,2.0,19900
Mercedes,E 240,2004,267000,2.6,15900
Hyundai,Sonata,2020,94200,1.6,33500
Mercedes,C 250,2012,163361,1.8,22750
Hyundai,Elantra,2019,165000,1.6,25000
Mercedes,190,1988,280000,2.0,2800
Toyota,Prius,2007,310000,1.5,10600
Chevrolet,Cruze,2012,290738,1.4,12000
Mercedes,C 280,1995,350000,2.8,7000
Ford,Transit,2011,146000,2.2,19500
Toyota,Highlander,2006,237000,3.3,17000
Ford,Fusion (North America),2013,270000,2.0,17800
Li,Auto L7,2025,0,1.5,99450
Ford,Kuga,2012,210000,2.5,16500
Hyundai,Sonata,2015,271979,2.4,21000
Hyundai,Sonata,2021,61000,2.0,41000
Changan,CS 55 Plus,2025,0,1.5,29000
Fiat,Fiorino,2008,275000,1.3,10000
BMW,530,2005,410000,3.0,15500
Maserati,Levante,2018,72000,3.0,68000
Opel,Astra,2009,232000,1.4,11900
Toyota,Fortuner,2005,288000,4.0,24900
Toyota,Prius V,2014,327131,1.8,16700
Fiat,Doblo,2022,0,1.4,50000
Changan,CS 55 Plus,2025,0,1.5,29699
Kia,Cerato,2010,290000,1.6,15000
Fiat,Ducato,2024,0,2.2,95000
Fiat,Ducato,2025,0,2.2,55600
Changan,Qiyuan Q07,2025,0,1.5,39800
Geely,Monjaro,2025,0,1.5,47600
Lynk,& Co 08,2025,0,1.5,58900
Lexus,NX 350,2021,1258,2.4,93500
Ford,Fusion (North America),2017,150000,2.0,26000
Toyota,Land Cruiser,2025,0,3.5,203830
Ford,Edge,2019,86500,2.0,31500
BMW,325,2008,57000,2.5,24000
Land,Rover Discovery,2014,152000,3.0,42330
Land,Rover Range Rover,2014,96000,5.0,76500
BMW,X5,2024,21000,3.0,156400
Fiat,Ducato,2024,0,2.2,95000
Fiat,Ducato,2025,0,2.2,55600
Mercedes,C 180,1999,380000,1.8,11800
Fiat,Ducato,2024,0,2.2,62100
Opel,Vectra,1996,364000,1.8,4800
Fiat,Ducato,2024,0,2.2,63500
Fiat,Ducato,2024,0,2.2,129600
Fiat,Ducato,2024,0,2.2,99800
Geely,Emgrand L,2024,16500,1.5,26000
Fiat,Ducato,2025,0,2.2,59900
Toyota,Land Cruiser Prado,2008,245000,2.7,27900
Hyundai,Elantra,2017,141622,2.0,23200
Fiat,500,2023,0,1.2,34100
Fiat,Doblo,2025,0,1.6,41800
Fiat,Doblo,2025,0,1.6,44900
Ford,Fusion (North America),2018,81500,1.5,21900
Mercedes,Vito 111,2008,214000,2.2,20700
Hyundai,i30,2007,360000,1.4,12500
BMW,420,2015,175000,2.0,39950
BMW,X7,2021,116500,3.0,127330
Mercedes,C 230,2006,177321,2.3,14300
Infiniti,FX35,2007,338000,3.5,15700
BMW,520,2025,0,2.0,165000
Bentley,Continental GT,2022,4100,4.0,425000
Hyundai,i20,2024,0,1.4,31000
Hyundai,Accent,2018,175000,1.6,18800
Mercedes,C 160,2014,178000,1.6,32500
Hyundai,Grandeur,2011,226979,3.0,19900
Toyota,Camry,2012,230000,2.5,22700
Land,Rover Range Rover,2015,167000,3.0,70000
Hyundai,Santa Fe,2014,191000,2.4,26000
Changan,Qiyuan A05,2025,0,1.5,26700
LADA,(VAZ) 2107,2009,147000,1.5,6600
LADA,(VAZ) 2115,2010,300000,1.5,7800
BMW,528,2015,179000,2.0,32300
Changan,CS 55 Plus,2025,0,1.5,28900
LADA,(VAZ) 2115,2011,136587,1.6,8700
Chevrolet,Cruze,2012,320000,1.4,12599
BYD,F3,2009,373708,1.5,3400
Mercedes,C 180,1995,124545,1.8,6700
Daewoo,Gentra,2013,222000,1.5,11000
Kia,Sportage,2008,175042,2.0,20000
Land,Rover Range Rover,2019,125000,3.0,91800
Zonsen,MXR,2025,0,2003,3150
Zonsen,RA1,2025,0,1503,3700
Zonsen,Carrera,2025,0,3003,4990
Zonsen,Battlo5,2025,0,2003,3990
Zonsen,Carrera,2025,0,3003,4990
Audi,Q7,2022,39150,2.0,93500
Chevrolet,Equinox,2018,172000,1.5,21500
Toyota,Land Cruiser Prado,2010,220560,2.7,29000
Nissan,Qashqai,2019,71500,2.0,28900
Zonsen,Battlo3,2025,0,1503,2900
Land,Rover Range Rover,2023,37000,3.0,219900
Kia,Carnival,2016,223000,2.2,23900
Changan,Qiyuan A05,2025,0,1.5,23300
Toyota,RAV4,2024,0,2.5,67660
Changan,CS 55 Plus,2025,0,1.5,30500
Lynk,& Co 09,2025,0,2.0,76900
Hyundai,Sonata,2009,357000,2.0,14500
Changan,Uni-Z,2025,0,1.5,32399
BMW,528,2015,256000,2.0,27000
Infiniti,FX35,2005,282785,3.5,13600
BMW,740,2021,45000,3.0,100300
Mitsubishi,Pajero,2011,189000,3.5,25900
Hyundai,Elantra,2020,29600,2.0,23400
Nissan,Kicks,2019,99000,1.6,24900
Ford,Fusion (North America),2020,122000,1.5,19200
BMW,X6,2015,167321,3.0,74290
Land,Rover Discovery Sport,2016,116000,2.0,28900
Hyundai,Venue,2022,67500,1.6,25900
Chevrolet,Equinox,2018,125000,1.5,21900
Ravon,Nexia R3,2017,305000,1.5,11500
Zonsen,RA1,2025,0,2003,3700
Hyundai,Venue,2021,86000,1.6,25900
Toyota,Camry,2025,0,2.0,56950
Mercedes,E 220,2004,350000,2.2,11900
Land,Rover RR Velar,2017,59000,2.0,53900
Chevrolet,Equinox,2018,167000,1.5,21900
Ford,Tourneo Custom,2019,202000,2.5,29900
Zonsen,Yomi,2025,0,1503,4550
Porsche,Macan,2018,88437,2.0,56000
Mercedes,GLC 300,2018,98000,2.0,45730
LADA,(VAZ) 2106,1994,359280,1.3,4300
BYD,Qin Plus,2025,0,1.5,19490
Kia,Sorento,2019,92000,2.0,49800
LADA,(VAZ) 2106,1994,78040,1.6,2900
Nissan,Kicks,2021,99800,1.6,25900
Nissan,Micra,2014,121000,1.2,12500
Zonsen,Battlo5R,2025,0,2503,4999
Land,Rover Defender,2022,127109,2.0,98260
Jeep,Wrangler,2022,27000,2.0,67830
Land,Rover Discovery,2015,132900,3.0,47430
Chery,Tiggo 8 Pro e+,2025,0,1.5,54900
Mercedes,E 200,2008,183100,2.0,24000
Mercedes,Sprinter 315,2008,246654,2.2,25700
Toyota,Aqua,2016,75790,1.5,16800
Toyota,Land Cruiser Prado,2021,24800,2.7,89590
Honda,Accord,2023,27400,2.0,45000
Kia,K5,2022,50115,2.0,43900
BMW,X5,2019,85000,3.0,89250
Changan,CS 55 Plus,2025,0,1.5,30500
BMW,528,2015,186000,2.0,27500
Jeep,Wrangler,2022,62000,2.0,72250
Hyundai,Sonata,2007,280000,2.4,14200
Ford,Escape,2020,46000,1.5,25900
Zonsen,Battlo3,2025,0,1503,2900
Hyundai,Santa Fe,2009,250000,2.7,18000
Li,Auto L9,2023,37000,1.5,85000
Kia,Sorento,2015,169000,2.0,37800
Honda,Accord,2018,115000,1.5,29300
Mercedes,C 220,1995,200000,2.2,5200
Toyota,Camry,2025,0,2.0,59840
Land,Rover RR Evoque,2016,90000,2.0,37230
Mercedes,C 220,2000,333345,2.1,12500
Changan,Qiyuan Q05,2025,0,1.5,28900
Mercedes,C 230,2000,194294,2.3,14800
Changan,Qiyuan Q05,2025,0,1.5,28900
Kia,Sorento,2018,190000,2.0,46800
Toyota,Corolla Fielder,2019,220000,1.5,21300
Ford,Cargo,2008,350000,7.5,39000
Mercedes,C 230,1999,124100,2.3,9500
Changan,Uni-Z,2025,0,1.5,32399
BMW,523,1997,495000,2.5,11000
Kia,Carens,2013,225000,2.0,20800
JETOUR,T2,2025,0,2.0,59400
Dodge,Charger,2023,0,3.6,106930
JETOUR,X70C-DM,2025,0,1.5,44900
JMC,Vigus Plus,2024,0,2.0,43900
Audi,A8,2025,0,3.0,237000
Hyundai,Santa Fe,2014,229000,2.0,27500
Opel,Corsa,2017,185000,1.4,13500
Mercedes,SLS AMG,2010,36700,6.2,561000
Kia,Sorento,2017,227862,2.0,38500
Land,Rover Range Rover,2007,194720,4.4,25500
Mazda,CX-5,2014,234000,2.0,17000
Hyundai,Accent,2014,185000,1.4,19500
Land,Rover Range Rover,2014,79000,5.0,73100
Changan,Qiyuan Q05,2025,0,1.5,27300
Ford,Transit,2007,240000,2.2,17500
Toyota,Highlander,2022,59000,2.5,79900
LADA,(VAZ) Granta,2018,120000,1.6,14900
LADA,(VAZ) 2107,2011,102000,1.6,8200
LADA,(VAZ) 2106,1984,563221,1.3,3200
MAN,TGX 18.480,2017,837000,13,49000
Hyundai,Matrix,2009,298621,1.6,7400
Changan,Qiyuan A05,2025,0,1.5,25500
Toyota,Venza,2023,15000,2.5,66300
Volkswagen,Touareg,2008,230000,3.6,18900
Mercedes,E 220,2007,349000,2.2,23500
Land,Rover RR Sport,2015,190000,3.0,48450
LADA,(VAZ) 2107,2009,29600,1.6,5800
Kia,Ceed,2010,150000,1.6,15500
Opel,Astra,2005,197000,1.4,11400
Audi,Q5,2017,120000,2.0,36550
BMW,525,2006,240400,2.5,16600
Kia,K5,2017,154000,1.7,23900
Hyundai,Grandeur,2017,225000,2.2,31900
Volkswagen,Passat,2007,313000,2.0,9900
Mercedes,E 230,1996,350000,2.3,10500
BMW,528,2012,224000,2.0,22800
LADA,(VAZ) 2106,1994,199370,1.6,3800
Audi,Q7,2019,87000,2.0,54230
Geely,Emgrand,2024,0,1.5,32900
Li,Auto L6,2025,0,1.5,59500
Hyundai,Elantra,2019,122500,1.6,25900
Mitsubishi,Mirage,2022,50000,1.2,20000
Hyundai,Sonata,2016,223000,2.0,24000
Kia,Sorento,2012,164000,2.0,27500
SEAT,Toledo,2015,283000,1.6,13500
BMW,530e,2024,3000,2.0,127330
Nissan,Note,2012,82480,1.5,11900
Changan,Eado,2017,200000,1.6,17000
BMW,318,1998,347821,1.9,8900
Chevrolet,Lacetti,2008,420000,1.6,6300
Nissan,Tiida,2012,119736,1.5,13000
Toyota,Land Cruiser Prado,2007,257000,2.7,22800
Maserati,Levante S,2018,133000,3.0,85000
Chevrolet,Cruze,2015,175000,1.4,13600
Mitsubishi,L200,2021,98000,2.4,56800
BMW,525,1989,420000,2.5,2400
Hyundai,Elantra,2024,40450,1.6,33800
Mercedes,E 350 e,2025,0,2.0,165040
LADA,(VAZ) 2109,1994,141041,1.5,2900
Ford,Transit,2011,245856,2.2,34000
BYD,Destroyer 05,2025,0,1.5,22500
Hyundai,Elantra,2016,126000,2.0,22400
Kia,Sorento,2024,60000,1.6,66300
Kia,Sportage,2017,101000,2.0,30900
Hyundai,Sonata,2019,160000,2.0,39000
Mercedes,E 320,2000,300000,3.2,16500
Nissan,X-Trail,2001,248000,2.0,9200
Hyundai,Elantra,2015,136000,1.8,19600
Toyota,Camry,2025,1000,2.0,75140
Land,Rover Range Rover,2017,101000,3.0,66700
Mercedes,C 240,2001,290000,2.6,10400
Toyota,Prius,2009,216000,1.5,13000
LADA,(VAZ) XRAY Cross,2021,74137,1.6,24200
Lynk,& Co 900,2025,0,1.5,69000
Geely,Okavango,2024,0,2.0,53900
Ford,Mustang,2018,120000,2.3,43860
Lexus,LX 600,2025,0,3.4,282200
Volkswagen,Touareg,2008,222341,3.6,17700
Dodge,Durango,2012,216500,3.6,26000
BMW,528,2014,277000,2.0,17999
Mercedes,190,1991,230468,2.0,5500
Toyota,RAV4,2022,89000,2.0,45500
Ford,Mustang,2010,223699,4.0,21500
Nissan,Note,2013,88000,1.2,13800
Mercedes,E 220,2006,320000,2.2,21500
Toyota,Highlander,2025,0,2.5,101830
Hyundai,Santa Fe,2014,145000,2.4,32800
Chevrolet,Cruze,2014,144000,1.4,13900
Chevrolet,Cruze,2016,271000,1.4,15800
Renault,Grand Scenic,2008,486700,1.5,7900
Opel,Astra,2009,200300,1.3,9900
Mercedes,E 300,2022,78000,2.0,93500
Lexus,LX 600,2022,54500,3.3,202300
Mazda,CX-5,2020,104000,2.0,34500
Porsche,Macan Turbo,2014,153000,3.6,40798
Mercedes,E 300,2019,84070,2.0,54060
Mercedes,C 200,2000,275000,2.0,10200
Honda,CR-V,2023,25000,2.0,50500
Audi,A6,2015,189000,2.0,23800
Ford,Explorer,1997,150000,4.0,7500
Renault,19,1996,185000,1.6,3400
LADA,(VAZ) 2106,1997,321094,1.5,4900
LADA,(VAZ) 2107,2005,72420,1.6,4500
Chevrolet,Cruze,2014,192000,1.4,14900
LADA,(VAZ) 2106,1985,67000,1.3,3800
Hyundai,Grandeur,2012,214000,2.4,22400
Hyundai,Azera,2013,175000,2.4,22900
Hyundai,Elantra,2010,238000,1.6,12700
Toyota,Yaris Cross,2025,0,1.5,45220
Kia,Sportage,2025,0,2.0,53900
Toyota,Camry,2022,117000,2.5,36500
JAC,JS3,2025,0,1.6,24850
Hyundai,Accent,2021,48039,1.6,24500
Toyota,Camry,2012,280000,2.5,23800
Kia,Forte,2021,53000,2.0,27999
Mercedes,E 250,2018,42500,2.0,63750
Chevrolet,Trax,2018,56000,1.4,19100
Hyundai,Elantra,2019,50000,2.0,25300
Ford,Fusion (North America),2017,151000,1.5,19300
Hyundai,Palisade,2020,149000,2.2,61000
Hyundai,Elantra,2010,238000,1.6,12700
Bestune,B70,2025,11500,1.5,39000
BMW,428,2015,184000,2.0,32000
LADA,(VAZ) Niva,2016,148000,1.7,12800
BYD,Seal 05,2025,0,1.5,20300
BMW,X7,2019,124800,3.0,103700
LADA,(VAZ) Priora,2012,354071,1.6,9500
Nissan,Note,2017,38352,1.2,16900
Ravon,R4,2019,177500,1.5,13800
Ford,Transit,2017,331000,2.2,33800
Chevrolet,Equinox,2019,159000,1.5,17700
Hyundai,Sonata,2022,80000,2.0,42500
Kia,K5,2022,57000,1.6,34444
Changan,CS 55 Plus,2025,0,1.5,30400
Opel,Astra,2006,260000,1.3,11700
Mercedes,C 200,1995,400000,2.0,7900
Ford,Fusion (North America),2019,102000,1.5,18300
Hyundai,Santa Fe,2015,250000,2.0,32000
Toyota,RAV4,2020,115000,2.0,43500
Lexus,LX 470,2005,253000,4.7,31700
Land,Rover Range Rover,2016,217371,3.0,65000
Toyota,Prius Prime,2020,109000,1.8,26200
Kia,Sorento,2015,153000,2.0,34500
Chevrolet,Cruze,2016,175000,1.4,14800
BYD,Qin Plus,2025,0,1.5,19490
Nissan,Note,2016,48000,1.2,14700
Baic,X55 II,2024,0,1.5,42900
BYD,Destroyer 05,2025,0,1.5,20060
Volvo,XC90,2024,9000,2.0,127500
Changan,Qiyuan Q07,2025,0,1.5,44444
Opel,Astra,2008,280000,1.3,9300
Mitsubishi,Pajero io,2000,302000,2.0,6200
Ford,Fusion (North America),2019,143000,2.0,31000
Land,Rover Range Rover,2016,200000,3.0,73100
Hyundai,Santa Fe,2015,171251,2.0,32300
Kia,Carnival,2021,165500,2.2,54000
Renault,Megane,2008,713000,1.5,7000
BMW,X5,2016,176000,3.0,55250
Chevrolet,Camaro,2011,240000,3.6,20900
Toyota,Land Cruiser Prado,2008,198000,2.7,25900
Mercedes,GLS 450 4MATIC,2019,60000,3.0,144500
Mercedes,E 240,2002,381000,2.6,16800
BMW,750,2016,118100,4.4,45390
BMW,X5,2015,158000,3.0,48450
Mercedes,E 240,1999,307120,2.6,14500
Renault,Megane,2006,234000,1.5,8700
Kia,Optima,2006,215000,2.0,12500
Toyota,RAV4,2022,89000,2.0,45500
BMW,325,2002,281000,2.5,11500
LADA,(VAZ) 2104,1998,200000,1.3,2200
Mercedes,C 240,1998,199000,2.4,14500
Ford,Transit,2003,400000,2.4,17800
Honda,Insight,2018,153000,1.5,25900
Wuling,Starlight,2025,0,1.5,28000
Hyundai,Grandeur,2023,48000,1.6,55000
BMW,X7,2023,16000,3.0,198560
Mercedes,C 240,2000,300000,2.6,8800
Mercedes,C 230,1997,396000,2.3,6600
Land,Rover Range Rover,2015,126000,3.0,67490
Changan,Qiyuan A06,2023,0,1.5,30000
BYD,Seal 05,2025,0,1.5,19890
AODES,Workcross 650-3,2025,0,6003,23600
Kia,Rio,2009,200000,1.5,13900
Chevrolet,Cobalt,2024,78000,1.5,29460
BMW,530,2019,142000,2.0,49980
Ford,Escape,2019,138000,1.5,24900
Hyundai,Sonata,2023,40190,2.0,46500
Hyundai,Sonata,2015,179500,2.0,22900
Changan,Qiyuan Q07,2025,0,1.5,44300
Chevrolet,Cruze,2016,99675,1.4,15990
LADA,(VAZ) Niva,2004,140000,1.7,8000
BMW,320,1998,133399,2.2,7900
Changan,Qiyuan A05,2025,0,1.5,25900
Ford,F-150,2020,57500,2.7,76500
Wuling,Starlight,2025,0,1.5,28000
BMW,430,2020,107000,2.0,36500
Mercedes,C 240,1998,324789,2.4,10500
Opel,Astra,2010,186743,1.4,13500
Mercedes,E 400,2014,107000,3.0,48450
Chevrolet,Equinox,2018,112050,1.5,21000
BMW,528,2013,189500,2.0,23000
BMW,523,1997,490000,2.5,6800
Mercedes,ML 350 4MATIC,2009,220000,3.5,21500
Chevrolet,Cruze,2016,154000,1.4,18600
Changan,Uni-V,2023,7949,1.5,28888
Land,Rover RR Velar,2019,76000,2.0,61200
Porsche,Panamera,2012,187000,3.6,40630
Kia,Sorento,2017,116000,2.0,40900
Mercedes,C 220,1995,490000,2.2,9000
Kia,Cerato,2010,260500,1.6,14700
Ford,Fusion (North America),2013,210000,2.0,19200
Opel,Vectra,1997,260000,2.0,4700
Land,Rover Range Rover,2015,141000,3.0,55930
Hyundai,Grandeur,2023,40000,1.6,60860
Changan,Deepal S7,2025,0,1.5,44030
Changan,Uni-Z,2025,0,1.5,34000
Changan,Uni-Z,2025,0,1.5,33250
Changan,Deepal S05,2024,0,1.5,38930
Hyundai,Grandeur,2023,22000,1.6,65800
BMW,520,2017,226000,2.0,45000
Kia,Sorento,2015,175000,2.0,31500
BYD,Destroyer 05,2025,0,1.5,22200
Lexus,IS 300,2022,43000,2.0,59500
Honda,CB650R,2019,14912,6503,14999
Bestune,T77,2024,7400,1.5,31500
Hyundai,Sonata,2010,160934,2.4,15500
Mercedes,E 320,2002,290000,3.2,18500
LADA,(VAZ) Vesta Cross,2021,57000,1.6,25500
Nissan,Altima,2018,114000,2.5,25800
BMW,545,2005,330000,4.4,13900
BMW,520,2021,39700,2.0,50830
Li,Auto L6,2025,0,1.5,71400
Li,Auto L9,2025,0,1.5,115600
Li,Auto L6,2025,0,1.5,71400
BMW,530,2017,98212,2.0,45730
Changan,Uni-Z,2025,0,1.5,33300
Li,Auto L6,2025,0,1.5,71400
Kia,Rio,2010,357300,1.5,10400
Ford,Fusion (North America),2019,133000,2.0,23500
Toyota,RAV4,2024,0,2.5,57800
JETOUR,T2,2024,6000,2.0,52000
Mitsubishi,Pajero,2007,366000,3.2,29700
Changan,CS 55 Plus,2025,0,1.5,30500
Honda,Insight,2009,320000,1.3,10000
Kia,Sorento,2017,188800,2.2,39000
Toyota,Camry,2025,0,2.0,55760
BYD,Destroyer 05,2025,0,1.5,22500
Li,Auto L7,2025,0,1.5,96050
Hyundai,Elantra,2023,47000,2.0,32500
Lamborghini,Urus,2021,6000,4.0,510000
Kia,Sportage,2016,137500,2.0,28700
GWM,(Great Wall Motor) Poer,2024,0,2.0,52900
Hyundai,i20,2024,0,1.4,31000
Changan,Uni-Z,2024,0,1.5,39900
Toyota,Land Cruiser,2010,184000,4.5,56100
Haval,Jolion,2023,11200,1.5,33000
Hyundai,Sonata,2024,22000,2.0,43500
Land,Rover Range Rover,2014,79000,5.0,73100
Kia,Rio,2019,94000,1.6,20900
Hyundai,Sonata,2021,37000,1.6,36500
LADA,(VAZ) Priora,2015,175000,1.6,14200
Chevrolet,Malibu,2016,190000,1.5,18900
Lynk,& Co 900,2025,0,1.5,88400
Mercedes,GLS 450 4MATIC,2024,0,3.0,250999
Geely,Galaxy Starship 7,2025,0,1.5,23715
Opel,Astra,1998,319000,1.8,9000
Land,Rover Range Rover,2006,210000,4.2,24300
Changan,Qiyuan A05,2025,0,1.5,26200
Changan,Qiyuan Q05,2025,0,1.5,27500
Changan,Uni-Z,2025,0,1.5,33000
Changan,Qiyuan A05,2025,0,1.5,25500
BYD,Seal 05,2025,0,1.5,22199
Mercedes,GLS 450 4MATIC,2024,0,3.0,243640
Changan,Qiyuan A05,2025,0,1.5,26500
Kia,Rio,2008,395000,1.5,9500
Mercedes,E 280,1998,204000,2.8,11500
Hyundai,Azera,2013,220000,3.0,21800
Mercedes,Viano,2010,245678,2.1,33000
LADA,(VAZ) 2106,1987,99000,1.6,3700
Nissan,Sentra,2020,47333,2.0,33900
Hyundai,Accent,2018,175000,1.6,18800
Mercedes,C 300,2015,132000,2.0,36500
Changan,Uni-Z,2025,0,1.5,33000
Hyundai,Tucson,2019,82260,2.0,31400
Hyundai,Accent,2019,114000,1.4,20500
Toyota,Grand Highlander,2024,7200,2.5,95030
Kia,Cerato,2014,191000,2.0,21500
Land,Rover Range Rover,2016,84000,5.0,117300
Renault,Dokker,2019,247056,1.6,21500
BYD,Song Pro,2025,0,1.5,40300
BYD,Destroyer 05,2025,0,1.5,22999
Mercedes,GL 350 4MATIC,2014,240000,3.0,52700
Toyota,Land Cruiser Prado,2014,176000,2.7,48450
BMW,530,2017,118000,2.0,52700
LADA,(VAZ) Priora,2018,125000,1.6,16500
Hyundai,Grandeur,2017,198500,2.2,30800
Volkswagen,Passat,2021,75000,1.5,38500
Toyota,Land Cruiser,2006,320000,4.5,19800
Toyota,Grand Highlander,2024,7200,2.5,95030
Hyundai,Sonata,2016,148000,2.0,25500
Hyundai,Avante,2014,84500,1.6,18500
Mercedes,GL 400 4MATIC,2015,190736,3.0,40800
LADA,(VAZ) Priora,2011,146202,1.6,8500
Mercedes,S 500,2011,220000,4.7,32500
Hyundai,Elantra,2018,93000,2.0,25500
Hyundai,Elantra,2017,180000,2.0,21800
BMW,530,2019,50000,2.0,55930
Mercedes,E 280,2005,680277,3.0,14500
Kia,Sorento,2021,165000,2.2,37900
Mitsubishi,L200,2012,244000,2.5,22500
Kia,Sorento,2016,98000,2.0,31600
Geely,Galaxy Starship 7,2025,0,1.5,30430
Hyundai,Sonata,2013,175000,2.0,19500
BYD,Seal 05,2025,0,1.5,22300
LADA,(VAZ) 2106,1986,155000,1.3,2700
BYD,Destroyer 05,2025,0,1.5,22300
Hyundai,Matrix,2006,134000,1.5,8400
Hyundai,Elantra,2019,50000,2.0,25300
JETOUR,T2,2025,0,1.5,55250
Changan,Uni-T,2024,9000,1.5,31000
LADA,(VAZ) 2107,2010,62255,1.6,4800
Toyota,Land Cruiser Prado,2004,290000,2.7,20000
JMC,Carrying 4x2,2024,0,2.8,32500
Nissan,X-Trail,2025,0,2.5,72900
Geely,Galaxy Starship 7,2025,0,1.5,30430
JETOUR,T2,2025,0,1.5,58900
Mercedes,C 220,1994,358172,2.2,8500
BMW,340,1950,2500,2.0,190000
Hyundai,Santa Fe,2015,208000,2.0,31200
Mini,Countryman,2015,82000,1.6,15900
Mercedes,ML 350 4MATIC,2009,220000,3.5,21500
Mitsubishi,Pajero,2007,230000,3.0,20700
Mercedes,E 220 d,2016,164000,2.0,44000
Haval,Dargo,2022,53000,2.0,39800
Mercedes,GLE 350,2021,133000,2.0,86700
Hyundai,Tucson,2007,170000,2.0,17999
Mitsubishi,Mirage,2021,61000,1.2,17300
Changan,Eado Plus,2025,0,1.5,23120
Toyota,Corolla Cross,2025,0,2.0,30600
Hyundai,Santa Fe,2006,279186,2.2,18000
Mercedes,C 200,1999,600000,2.0,8600
Changan,Uni-V iDD,2025,15000,1.5,32600
Land,Rover Range Rover,2016,150000,3.0,65450
Avatr,12,2025,0,1.5,67830
LADA,(VAZ) 2107,2012,53274,1.6,8300
Opel,Vectra,1996,290000,2.0,3300
Hyundai,Santa Fe,2010,166970,2.0,20500
Kia,K5,2016,151000,2.0,32300
Toyota,RAV4,2002,370000,2.0,8350
Mercedes,E 350,2009,210892,3.5,31000
Mercedes,E 220,2003,254685,2.2,13400
Li,Auto L6,2025,0,1.5,69500
LADA,(VAZ) 2106,2002,40196,1.6,4900
Nissan,Note,2017,50000,1.2,17900
Opel,Astra,2007,239217,1.3,9500
Kia,Rio,2010,344000,1.5,11000
Toyota,Land Cruiser,2016,149000,4.5,105060
Opel,Astra,2005,239667,1.4,9300
Toyota,Corolla,2025,0,1.8,32000
VGV,U75 Plus,2025,0,2.0,35600
Hyundai,Grandeur,2015,220000,2.2,28900
Mercedes,GLE 53 4MATIC+,2024,30000,3.0,164900
Lexus,ES 250,2022,20500,2.5,70040
Mercedes,E 350,2006,287000,3.5,18900
Mercedes,E 200,1996,466321,2.0,9000
KamAz,65115,2007,500000,11,46000
LADA,(VAZ) Priora,2018,125000,1.6,16500
Tufan,M50,2023,9000,1003,850
LADA,(VAZ) Granta,2018,120000,1.6,14900
Toyota,Land Cruiser Prado,2022,74000,2.8,89800
Peugeot,206,2002,200000,1.6,3800
Nissan,Magnite,2025,0,1.0,29900
Lexus,ES 350,2019,54000,3.5,65960
Mercedes,Atego 818,2000,755000,4.3,22000
Toyota,Prius,2011,281000,1.8,16500
BMW,540,2001,248000,4.4,12300
Chevrolet,Captiva,2015,150000,2.0,19500
Hyundai,Avante,2023,74000,1.6,26500
Kia,Sorento,2015,159003,2.0,25100
Toyota,Land Cruiser Prado,2004,370000,4.0,23200
Opel,Astra,2006,318000,1.4,10400
Kia,Forte,2017,202777,2.0,22000
Mercedes,C 200,2016,171000,2.0,31400
Mitsubishi,Pajero,2007,210000,3.0,16000
Toyota,Corolla,2017,177207,1.6,24300
BMW,328,2013,182000,2.0,22400
Subaru,Forester,2024,0,2.0,56950
Mercedes,C 180,1998,461598,1.8,7999
Ford,Transit,2011,195000,2.4,16900
Subaru,Crosstrek,2024,0,2.0,50830
Subaru,Forester,2024,0,2.5,69530
Haval,H6,2022,45000,2.0,31999
BMW,520,2024,14500,2.0,106250
Seres,Aito M9,2024,0,1.5,152660
Porsche,Cayenne,2019,32000,3.0,124100
Mitsubishi,L200,2024,0,2.4,61030
Changan,Uni-Z,2025,0,1.5,32200
BMW,320,1993,340000,2.0,3888
Toyota,Land Cruiser Prado,2012,158400,4.0,53000
LADA,(VAZ) Granta,2018,120000,1.6,14900
Hyundai,Elantra,2013,189903,1.8,19500
Mercedes,E 220,2016,78000,2.2,50000
Toyota,Camry,2005,353000,2.4,9400
Haval,H6,2022,45000,2.0,31999
Mercedes,C 300,2015,160389,2.0,33600
Audi,A7,2014,128000,3.0,33200
BMW,528,2013,113000,2.0,24900
Opel,Astra,2005,180000,1.4,10800
Changan,Uni-Z,2025,0,1.5,32800
Opel,Meriva,2006,245367,1.4,9600
Wuling,Starlight,2025,0,1.5,28500
Kia,Sorento,2020,250000,2.0,39800
Kia,Sorento,2017,143000,2.0,43300
Toyota,Prius V,2016,240000,1.8,28000
Wuling,Starlight,2025,0,1.5,28000
Mercedes,C 220,1998,377000,2.2,13000
Porsche,Cayenne GTS Coupe,2022,21000,4.0,197200
Mercedes,E 320,2000,565000,3.2,11700
LADA,(VAZ) Niva,2021,40000,1.7,16900
Ford,Transit Connect,2011,414144,1.8,14000
JAC,JS3,2025,6300,1.6,39415
BYD,Destroyer 05,2025,0,1.5,23000
Kia,Soul,2017,99000,1.6,21300
Land,Rover Range Rover,2013,170000,5.0,63750
BYD,Destroyer 05,2025,0,1.5,20060
Subaru,Forester,2024,0,2.5,69530
Toyota,Prius,2008,344400,1.5,13300
Haval,Raptor,2025,0,1.5,36990
BYD,Tang L,2025,0,1.5,68800
Fiat,Doblo,2025,0,1.6,41800
BYD,Destroyer 05,2025,0,1.5,22500
Toyota,Highlander,2013,219000,3.5,35500
Toyota,Land Cruiser Prado,2012,89400,2.7,45050
Kia,Rio,2006,251045,1.5,9500
LADA,(VAZ) 2104,2011,40000,1.6,7000
Ford,Fusion (North America),2016,156000,2.0,22300
